question_id,question_text,decomposition,program,operators,split
SPIDER_train_106,What are the ids of the students who registered course statistics by order of registration date?,return students ;return courses #1 registered ;return #1 where #2 is  statistics ;return ids of  #3 ;return registration dates of  #3 ;return #4 sorted by #5,"[""SELECT['students']"", ""PROJECT['courses #REF registered', '#1']"", ""COMPARATIVE['#1', '#2', 'is statistics']"", ""PROJECT['ids of #REF', '#3']"", ""PROJECT['registration dates of #REF', '#3']"", ""SORT['#4', '#5']""]","['select', 'project', 'comparative', 'project', 'project', 'sort']",train
SPIDER_train_1060,Show the players from college UCLA.,return players ;return colleges of  #1 ;return #1 where #2 is  UCLA,"[""SELECT['players']"", ""PROJECT['colleges of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is UCLA']""]","['select', 'project', 'comparative']",train
SPIDER_train_1061,Who are the players from UCLA?,return players ;return #1 from  UCLA,"[""SELECT['players']"", ""FILTER['#1', 'from UCLA']""]","['select', 'filter']",train
SPIDER_train_1062,Show the distinct position of players from college UCLA or Duke.,return players ;return colleges of  #1 ;return #1 where #2 is  UCLA ;return #1 where #2 is  Duke ;return #3 or  #4 ;return positions of  #5 ;return distinct #6,"[""SELECT['players']"", ""PROJECT['colleges of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is UCLA']"", ""COMPARATIVE['#1', '#2', 'is Duke']"", ""UNION['#3', '#4']"", ""PROJECT['positions of #REF', '#5']"", ""PROJECT['distinct #REF', '#6']""]","['select', 'project', 'comparative', 'comparative', 'union', 'project', 'project']",train
SPIDER_train_1063,What are the different positions of players from UCLA or Duke colleges?,return players ;return colleges of #1 ;return #1 where #2 is  UCLA ;return #1 where #2 is  Duke ;return #3 or  #4 ;return different positions of #5,"[""SELECT['players']"", ""PROJECT['colleges of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is UCLA']"", ""COMPARATIVE['#1', '#2', 'is Duke']"", ""UNION['#3', '#4']"", ""PROJECT['different positions of #REF', '#5']""]","['select', 'project', 'comparative', 'comparative', 'union', 'project']",train
SPIDER_train_1064,Show the draft pick numbers and draft classes of players whose positions are defenders.,return players ;return #1 whose position are  defenders ;return draft pick numbers of  #2 ;return draft classes of  #2 ;return #3 or #4,"[""SELECT['players']"", ""FILTER['#1', 'whose position are defenders']"", ""PROJECT['draft pick numbers of #REF', '#2']"", ""PROJECT['draft classes of #REF', '#2']"", ""UNION['#3', '#4']""]","['select', 'filter', 'project', 'project', 'union']",train
SPIDER_train_1065,What are the draft pick numbers and draft classes for players who play the Defender position?,"return players ;return #1 who  play the  Defender position ;return draft  pick numbers of  #2 ;return draft classes of  #2 ;return #3 ,  #4","[""SELECT['players']"", ""FILTER['#1', 'who play the Defender position']"", ""PROJECT['draft pick numbers of #REF', '#2']"", ""PROJECT['draft classes of #REF', '#2']"", ""UNION['#3', '#4']""]","['select', 'filter', 'project', 'project', 'union']",train
SPIDER_train_1066,How many distinct teams are involved in match seasons?,return match seasons ;return teams involved in #1 ;return distinct #2 ;return number of #3,"[""SELECT['match seasons']"", ""PROJECT['teams involved in #REF', '#1']"", ""PROJECT['distinct #REF', '#2']"", ""AGGREGATE['count', '#3']""]","['select', 'project', 'project', 'aggregate']",train
SPIDER_train_1067,Count the number of different teams involved in match season.,return teams ;return #1 involved in match season ;return number of different #2,"[""SELECT['teams']"", ""FILTER['#1', 'involved in match season']"", ""PROJECT['different #REF', '#2']"", ""GROUP['count', '#3', '#2']"", ""UNION['#2', '#4']""]","['select', 'filter', 'project', 'group', 'union']",train
SPIDER_train_1068,Show the players and the years played.,"return players ;return years played of  #1 ;return #1 ,  #2","[""SELECT['players']"", ""PROJECT['years played of #REF', '#1']"", ""UNION['#1', '#2']""]","['select', 'project', 'union']",train
SPIDER_train_1069,Who are the different players and how many years has each played?,"return different players ;return years played of  #1 ;return #1 ,  #2","[""SELECT['different players']"", ""PROJECT['years played of #REF', '#1']"", ""UNION['#1', '#2']""]","['select', 'project', 'union']",train
SPIDER_train_107,List the id of students who attended  statistics courses in the order of attendance date.,return courses ;return students who  attended #1 ;return #2 where  #1 is statistics ;return ids of  #3 ;return attendance dates of  #3 ;return #4 sorted by #5,"[""SELECT['courses']"", ""PROJECT['students who attended #REF', '#1']"", ""COMPARATIVE['#2', '#1', 'is statistics']"", ""PROJECT['ids of #REF', '#3']"", ""PROJECT['attendance dates of #REF', '#3']"", ""SORT['#4', '#5']""]","['select', 'project', 'comparative', 'project', 'project', 'sort']",train
SPIDER_train_1070,Show all team names.,return teams ;return names of #1,"[""SELECT['teams']"", ""PROJECT['names of #REF', '#1']""]","['select', 'project']",train
SPIDER_train_1071,What are the names of all teams?,return teams ;return names of  #1,"[""SELECT['teams']"", ""PROJECT['names of #REF', '#1']""]","['select', 'project']",train
SPIDER_train_1072,"Show the season, the player, and the name of the country that player belongs to.","return players ;return seasons of  #1 ;return countries of  #1 ;return names of  #3 ;return #2 ,  #1 ,   #4","[""SELECT['players']"", ""PROJECT['seasons of #REF', '#1']"", ""PROJECT['countries of #REF', '#1']"", ""PROJECT['names of #REF', '#3']"", ""UNION['#2', '#1', '#4']""]","['select', 'project', 'project', 'project', 'union']",train
SPIDER_train_1073,"For each player, what are their name, season, and country that they belong to?","return players ;return names of  #1 ;return seasons of  #1 ;return countries of  #1 ;return #2 ,   #3 , #4","[""SELECT['players']"", ""PROJECT['names of #REF', '#1']"", ""PROJECT['seasons of #REF', '#1']"", ""PROJECT['countries of #REF', '#1']"", ""UNION['#2', '#3', '#4']""]","['select', 'project', 'project', 'project', 'union']",train
SPIDER_train_1074,Which players are from Indonesia?,return players ;return #1 from  Indonesia,"[""SELECT['players']"", ""FILTER['#1', 'from Indonesia']""]","['select', 'filter']",train
SPIDER_train_1075,Who are the players from Indonesia?,return players ;return #1 from  Indonesia,"[""SELECT['players']"", ""FILTER['#1', 'from Indonesia']""]","['select', 'filter']",train
SPIDER_train_1076,What are the distinct positions of the players from a country whose capital is Dublin?,return players ;return countries of  #1 ;return capitals of  #2 ;return #1 where #3 is  Dublin ;return distinct positions of  #4,"[""SELECT['players']"", ""PROJECT['countries of #REF', '#1']"", ""PROJECT['capitals of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is Dublin']"", ""PROJECT['distinct positions of #REF', '#4']""]","['select', 'project', 'project', 'comparative', 'project']",train
SPIDER_train_1077,Give the different positions of players who play for the country with the capital Dublin.,return countries ;return capitals of  #1 ;return #1 where  #2 is  Dublin ;return players who  play for #3 ;return positions of  #4 ;return different #5,"[""SELECT['countries']"", ""PROJECT['capitals of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Dublin']"", ""PROJECT['players who play for #REF', '#3']"", ""PROJECT['positions of #REF', '#4']"", ""PROJECT['different #REF', '#5']""]","['select', 'project', 'comparative', 'project', 'project', 'project']",train
SPIDER_train_1078,What are the official languages of the countries of players from Maryland or Duke college?,"return players ;return #1 from  Maryland college ;return #1 from  Duke college ;return #2 ,  #3 ;return countries of #4 ;return official language of #5","[""SELECT['players']"", ""FILTER['#1', 'from Maryland college']"", ""FILTER['#1', 'from Duke college']"", ""UNION['#2', '#3']"", ""PROJECT['countries of #REF', '#4']"", ""PROJECT['official language of #REF', '#5']""]","['select', 'filter', 'filter', 'union', 'project', 'project']",train
SPIDER_train_1079,Return the official native languages of countries who have players from Maryland or Duke colleges.,"return players ;return #1 that are from  Maryland college ;return #1 that are from  Duke college ;return #2 ,  #3 ;return countries of #4 ;return official native languages of #5","[""SELECT['players']"", ""FILTER['#1', 'that are from Maryland college']"", ""FILTER['#1', 'that are from Duke college']"", ""UNION['#2', '#3']"", ""PROJECT['countries of #REF', '#4']"", ""PROJECT['official native languages of #REF', '#5']""]","['select', 'filter', 'filter', 'union', 'project', 'project']",train
SPIDER_train_108,What are the ids of the students who attended courses in the statistics department in order of attendance date.,return students ;return #1 who  attended courses in the  statistics department ; return attendance dates of #2 ; return #2 sorted by #3 ;return ids of  #4,"[""SELECT['students']"", ""FILTER['#1', 'who attended courses in the statistics department']"", ""PROJECT['attendance dates of #REF', '#2']"", ""SORT['#2', '#3']"", ""PROJECT['ids of #REF', '#4']""]","['select', 'filter', 'project', 'sort', 'project']",train
SPIDER_train_1080,How many distinct official languages are there among countries of players whose positions are defenders.,return countries ;return players of  #1 ;return positions of  #2 ;return #1 where  #3 is  defender ;return distinct official languages of  #4 ;return number of #5,"[""SELECT['countries']"", ""PROJECT['players of #REF', '#1']"", ""PROJECT['positions of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is defender']"", ""PROJECT['distinct official languages of #REF', '#4']"", ""AGGREGATE['count', '#5']""]","['select', 'project', 'project', 'comparative', 'project', 'aggregate']",train
SPIDER_train_1081,Count the number of different official languages corresponding to countries that players who play Defender are from.,return players ;return #1 who  play Defender ;return countries of  #2 ;return official languages of  #3 ;return Count different #4,"[""SELECT['players']"", ""FILTER['#1', 'who play Defender']"", ""PROJECT['countries of #REF', '#2']"", ""PROJECT['official languages of #REF', '#3']"", ""PROJECT['Count different #REF', '#4']""]","['select', 'filter', 'project', 'project', 'project']",train
SPIDER_train_1082,"Show the season, the player, and the name of the team that players belong to.","return players ;return seasons of  #1 ;return teams of  #1 ;return names of  #3 ;return #2 ,  #1 ,   #4","[""SELECT['players']"", ""PROJECT['seasons of #REF', '#1']"", ""PROJECT['teams of #REF', '#1']"", ""PROJECT['names of #REF', '#3']"", ""UNION['#2', '#1', '#4']""]","['select', 'project', 'project', 'project', 'union']",train
SPIDER_train_1083,"Who are the different players, what season do they play in, and what is the name of the team they are on?","return different players ;return seasons that #1 play in  ;return teams of #1 ;return names of #3 ;return #1 ,  #2 ,   #4","[""SELECT['different players']"", ""PROJECT['seasons that #REF play in', '#1']"", ""PROJECT['teams of #REF', '#1']"", ""PROJECT['names of #REF', '#3']"", ""UNION['#1', '#2', '#4']""]","['select', 'project', 'project', 'project', 'union']",train
SPIDER_train_1084,"Show the positions of the players from the team with name ""Ryley Goldner"".",return teams ;return names of #1 ;return #1 where #2 is  Ryley Goldner ;return players of #3 ;return positions of #4,"[""SELECT['teams']"", ""PROJECT['names of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Ryley Goldner']"", ""PROJECT['players of #REF', '#3']"", ""PROJECT['positions of #REF', '#4']""]","['select', 'project', 'comparative', 'project', 'project']",train
SPIDER_train_1085,Return the positions of players on the team Ryley Goldner.,return players ;return teams of #1 ;return #1 where #2 is  Ryley Goldner ;return positions of #3,"[""SELECT['players']"", ""PROJECT['teams of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Ryley Goldner']"", ""PROJECT['positions of #REF', '#3']""]","['select', 'project', 'comparative', 'project']",train
SPIDER_train_1086,"How many distinct colleges are associated with players from the team with name ""Columbus Crew"".",return teams ;return names of #1 ;return #1 where #2 is Columbus Crew ;return players of #3 ;return distinct colleges of #4 ;return number of  #5,"[""SELECT['teams']"", ""PROJECT['names of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Columbus Crew']"", ""PROJECT['players of #REF', '#3']"", ""PROJECT['distinct colleges of #REF', '#4']"", ""AGGREGATE['count', '#5']""]","['select', 'project', 'comparative', 'project', 'project', 'aggregate']",train
SPIDER_train_1087,Count the number of different colleges that players who play for Columbus Crew are from.,return Columbus Crew ;return players of #1 ;return different colleges of #2 ;return number of  #3,"[""SELECT['Columbus Crew']"", ""PROJECT['players of #REF', '#1']"", ""PROJECT['different colleges of #REF', '#2']"", ""AGGREGATE['count', '#3']""]","['select', 'project', 'project', 'aggregate']",train
SPIDER_train_1088,"Show the players and years played for players from team ""Columbus Crew"".","return teams ;return players of  #1 ;return #2 where #1 is  Columbus Crew ;return years played of  #3 ;return #3 ,  #4","[""SELECT['teams']"", ""PROJECT['players of #REF', '#1']"", ""COMPARATIVE['#2', '#1', 'is Columbus Crew']"", ""PROJECT['years played of #REF', '#3']"", ""UNION['#3', '#4']""]","['select', 'project', 'comparative', 'project', 'union']",train
